30.0	0.571
29.8	0.571
29.6	0.571
29.4	0.571
29.2	0.571
29.0	0.571
28.8	0.571
28.6	0.571
28.4	0.571
28.2	0.429
28.0	0.429
27.8	0.429
27.6	0.429
27.4	0.429
27.2	0.429
27.0	0.429
26.8	0.429
26.6	0.429
26.4	0.429
26.2	0.429
26.0	0.429
25.8	0.429
25.6	0.429
25.4	0.429
25.2	0.429
25.0	0.429
24.8	0.429
24.6	0.429
24.4	0.429
24.2	0.429
24.0	0.429
23.8	0.429
23.6	0.429
23.4	0.429
23.2	0.429
23.0	0.429
22.8	0.429
22.6	0.429
22.4	0.429
22.2	0.429
22.0	0.429
21.8	0.429
21.6	0.429
21.4	0.429
21.2	0.429
21.0	0.429
20.8	0.429
20.6	0.429
20.4	0.429
20.2	0.429
20.0	0.429
19.8	0.429
19.6	0.429
19.4	0.429
19.2	0.429
19.0	0.429
18.8	0.429
18.6	0.429
18.4	0.429
18.2	0.429
18.0	0.571
17.8	0.571
17.6	0.571
17.4	0.571
17.2	0.286
17.0	0.286
16.8	0.286
16.6	0.286
16.4	0.286
16.2	0.286
16.0	0.286
15.8	0.286
15.6	0.286
15.4	0.286
15.2	0.286
15.0	0.286
14.8	0.286
14.6	0.286
14.4	0.286
14.2	0.286
14.0	0.286
13.8	0.286
13.6	0.286
13.4	0.286
13.2	0.286
13.0	0.286
12.8	0.286
12.6	0.286
12.4	0.286
12.2	0.286
12.0	0.286
11.8	0.286
11.6	0.286
11.4	0.286
11.2	0.286
11.0	0.286
10.8	0.286
10.6	0.286
10.4	0.286
10.2	0.286
10.0	0.286
9.8	0.286
9.6	0.286
9.4	0.286
9.2	0.286
9.0	0.286
8.8	0.286
8.6	0.286
8.4	0.286
8.2	0.286
8.0	0.286
7.8	0.286
7.6	0.286
7.4	0.286
7.2	0.286
7.0	0.286
6.8	0.286
6.6	0.286
6.4	0.286
6.2	0.286
6.0	0.286
5.8	0.286
5.6	0.143
5.4	0.143
5.2	0.143
5.0	0.143
4.8	0.143
4.6	0.143
4.4	0.143
4.2	0.143
4.0	0.143
3.8	0.143
3.6	0.143
3.4	0.143
3.2	0.143
3.0	0.143
2.8	0.143
2.6	0.143
2.4	0.143
2.2	0.143
2.0	0.143
1.8	0.143
1.6	0.143
1.4	0.143
1.2	0.143
1.0	0.143
0.8	0.143
0.6	0.143
0.4	0.143
0.2	0.143
0.0	0.143
