0,-124.19335065879903
1,-124.19335065879903
2,-124.19335065879903
3,-124.19335065879903
4,-124.19335065879903
5,-124.19335065879903
6,-124.19335065879903
7,-124.19335065879903
8,-124.19335065879903
9,-124.19335065879903
10,-124.19335065879903
11,-124.19335065879903
12,-124.19335065879903
13,-124.19335065879903
14,-124.19335065879903
15,-124.19335065879903
16,-124.19335065879903
17,-124.19335065879903
18,-124.19335065879903
19,-124.19335065879903
20,-124.19335065879903
21,-124.19335065879903
22,-124.19335065879903
23,-124.19335065879903
24,-124.19335065879903
25,-124.19335065879903
26,-124.19335065879903
27,-124.19335065879903
28,-124.19335065879903
29,-124.19335065879903
30,-124.19335065879903
31,-124.19335065879903
32,-124.19335065879903
33,-124.19335065879903
34,-124.19335065879903
35,-124.19335065879903
36,-124.19335065879903
37,-124.19335065879903
38,-124.19335065879903
39,-124.19335065879903
40,-124.19335065879903
41,-124.19335065879903
42,-124.19335065879903
43,-124.19335065879903
44,-124.19335065879903
45,-124.19335065879903
46,-124.19335065879903
47,-124.19335065879903
48,-124.19335065879903
49,-124.19335065879903
50,-124.19335065879903
51,-124.19335065879903
52,-124.19335065879903
53,-124.19335065879903
54,-124.19335065879903
55,-124.19335065879903
56,-124.19335065879903
57,-124.19335065879903
58,-124.19335065879903
59,-124.19335065879903
60,-124.19335065879903
61,-124.19335065879903
62,-124.19335065879903
63,-124.19335065879903
64,-124.19335065879903
65,-124.19335065879903
66,-124.19335065879903
67,-124.19335065879903
68,-124.19335065879903
69,-124.19335065879903
70,-124.19335065879903
71,-124.19335065879903
72,-124.19335065879903
73,-124.19335065879903
74,-124.19335065879903
75,-124.19335065879903
76,-124.19335065879903
77,-124.19335065879903
78,-124.19335065879903
79,-124.19335065879903
80,-124.19335065879903
81,-124.19335065879903
82,-124.19335065879903
83,-124.19335065879903
84,-124.19335065879903
85,-124.19335065879903
86,-124.19335065879903
87,-124.19335065879903
88,-124.19335065879903
89,-124.19335065879903
90,-124.19335065879903
91,-124.19335065879903
92,-124.19335065879903
93,-124.19335065879903
94,-124.19335065879903
95,-124.19335065879903
96,-124.19335065879903
97,-124.19335065879903
98,-124.19335065879903
99,-124.19335065879903
100,-124.19335065879903
101,-124.19335065879903
102,-124.19335065879903
103,-124.19335065879903
104,-124.19335065879903
105,-124.19335065879903
106,-124.19335065879903
107,-124.19335065879903
108,-124.19335065879903
109,-124.19335065879903
110,-124.19335065879903
111,-124.19335065879903
112,-124.19335065879903
113,-124.19335065879903
114,-124.19335065879903
115,-124.19335065879903
