-1.099442540363612967e-03,-1.198515811664535536e-03,3.336345080777558363e-04
2.836700043006298768e-03,-1.277636933632669836e-03,-1.746901012469758221e-03
1.077573932385192780e-03,9.008965729814807184e-04,-2.062072579595541997e-03
5.536672399855518132e-04,-6.130764393273123187e-04,-4.748433033498970345e-04
2.420315723109349448e-04,1.074967746361594296e-03,6.149201289025828633e-04
-1.214976452171472347e-03,6.416985147169576489e-04,9.353226942864443496e-04
7.778355059621901635e-04,-1.192806746138632681e-03,-3.100101308216945094e-03
-1.453650882440043633e-04,5.491824503506499483e-04,2.976080187980578891e-03
1.640275087088377591e-03,-1.260437620790106489e-03,1.195795900309096086e-03
3.391969729510595048e-03,6.385760370743938678e-04,-8.261305047970171275e-04
-6.573523771724867557e-04,-4.368231501917732725e-04,3.393893248991042017e-04
1.002479252787954111e-03,3.943428126598077198e-04,7.749496560466317702e-04
-3.634721583984653974e-04,-2.314476629470764348e-03,4.824519440075955698e-04
-1.196768494248452242e-04,3.618667441746351845e-04,-2.023325081318165606e-03
5.392731492985646663e-04,-1.892276656648865843e-04,-2.150379796135297884e-03
5.419316033629877722e-04,1.754958974639571345e-03,7.067901513364451124e-04
-1.457406898986797939e-04,1.271534398866404477e-03,4.979484409630556855e-04
1.134487970652052220e-03,-3.963421902995738905e-04,-8.308487201472323450e-04
-2.406266226961538326e-03,-2.004912548624842358e-03,-1.391195928055777645e-03
1.429630357616568830e-03,2.181406496621634758e-03,1.626315739333693148e-03
1.285238622197854832e-03,-4.595352900600728680e-04,2.054024264903268155e-04
2.411420885175477244e-03,-1.323346420600591015e-03,-1.264937197247779140e-03
1.699769335020381075e-03,-9.744774035563206994e-04,2.105168698637917193e-03
1.671015093444271288e-03,-7.367201236522538893e-05,-1.792855649814209269e-03
-1.709232353378218922e-04,-2.517812259760226698e-03,-6.055850523347612634e-04
1.151652351330519986e-03,-3.878085032423484390e-05,-1.149595658123979142e-03
-1.896281887332152511e-03,-1.364247609690150218e-03,-1.503101273712982144e-03
4.746001023785426987e-04,-4.352033784044721451e-03,-1.195492113447663710e-04
-6.385206195515051022e-04,2.399003252566709113e-03,-1.594738536633351095e-03
-4.298274175685162530e-04,2.249075447737421476e-03,-1.499496896663180673e-03
-1.886431265419137018e-03,-2.344089209678683697e-04,-1.832453423388499120e-03
1.823956890220651593e-03,7.365199010297635365e-04,1.043231636809428473e-03
1.804687549562629476e-03,1.084633202158181682e-03,1.233265453483208115e-03
1.948073719313303184e-04,1.051259203777557734e-04,2.495858580032212903e-03
1.029580863679524375e-03,1.881519579840025070e-03,6.036960676667368257e-04
4.178768905518277788e-04,6.966714112154370796e-04,3.994997804222581673e-04
-1.147937520293205787e-03,-1.831807423293204274e-03,1.550726709888579011e-03
-9.684850895239382248e-04,-5.081704870991666199e-04,5.582894309845500306e-04
5.691855949143880900e-04,-2.005139501759370998e-03,1.747568746915749427e-03
2.015693934728675796e-03,1.519484858197674149e-03,2.966101468872880259e-04
5.973130657849805769e-04,-1.890880327128245447e-04,-3.778983317807588053e-03
-1.810130197534399934e-03,1.323890867899464412e-03,-4.806285987730732584e-04
1.763815060313433892e-03,1.853992552998231028e-03,-1.945771290639514628e-03
-6.767318364532118932e-04,-2.329498180047546042e-03,1.005000705999539029e-03
-1.785371713043821477e-03,1.776228623923782135e-03,1.029371841543029551e-03
3.197650610829208626e-03,-1.671955017897154387e-04,3.952785275993295384e-03
1.327980735787266924e-03,9.872256024463111485e-04,-1.931217740100966019e-03
1.070733493548252542e-03,-3.657047219902996929e-03,-1.083259238988073571e-04
1.045223714092909225e-04,-2.037292945962136323e-03,3.736641378696133010e-04
