9.901107148543662750e-02,-3.651185162794182582e-03,-1.290682974808238931e-02
9.901107148543662750e-02,-3.651185162794182582e-03,-1.290682974808238931e-02
9.901107148543662750e-02,-3.651185162794182582e-03,-1.290682974808238931e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.838677784682203775e-02,-3.202153369031664719e-03,-1.464700922834552901e-02
9.741124712642250383e-02,-3.633815268842374019e-03,-1.454012627694463086e-02
9.741124712642250383e-02,-3.633815268842374019e-03,-1.454012627694463086e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
9.902719294446289677e-02,-3.353150051998178387e-03,-1.233144283951620977e-02
1.030864209271624282e-01,-3.046322398809169461e-03,-1.227589107425012226e-02
1.030864209271624282e-01,-3.046322398809169461e-03,-1.227589107425012226e-02
1.030864209271624282e-01,-3.046322398809169461e-03,-1.227589107425012226e-02
