0.000	0.714
0.200	0.714
0.400	0.714
0.600	0.714
0.800	0.714
1.000	0.714
1.200	0.714
1.400	0.714
1.600	0.714
1.800	0.714
2.000	0.714
2.200	0.714
2.400	0.714
2.600	0.714
2.800	0.714
3.000	0.714
3.200	0.714
3.400	0.714
3.600	0.714
3.800	0.714
4.000	0.714
4.200	0.714
4.400	0.714
4.600	0.714
4.800	0.714
5.000	0.714
5.200	0.714
5.400	0.714
5.600	0.857
5.800	0.857
6.000	0.857
6.200	0.857
6.400	0.857
6.600	0.857
6.800	0.857
7.000	0.857
7.200	0.857
7.400	0.857
7.600	0.857
7.800	0.857
8.000	0.857
8.200	0.857
8.400	0.857
8.600	0.857
8.800	0.857
9.000	0.857
9.200	0.857
9.400	0.857
9.600	0.857
9.800	0.857
10.000	0.857
10.200	0.857
10.400	0.857
10.600	0.857
10.800	0.857
11.000	0.857
11.200	0.857
11.400	0.857
11.600	0.857
11.800	0.857
12.000	0.857
12.200	0.857
12.400	0.857
12.600	0.857
12.800	0.857
13.000	0.857
13.200	0.857
