depth	th_Shallow	th_Mod-deep	th_Deep	th_Sediment	prop_Shallow	prop_Mod-deep	prop_Deep	prop_Sediment	acc_Shallow	acc_Mod-deep	acc_Deep	acc_Sediment	sealevel	waterflow	sedinput
6.587921295054073	0.0	0.08134034162331541	0.0	0.0782102898017549	0.0	0.5098089609348568	0.0	0.49019103906514316	0.0	0.5098089609348568	0.5098089609348568	1.0	1.7875	0.06204180824660123	0.0015610801303049206
6.440013043196018	0.0	0.07030328955857143	0.0	0.07760496229948233	0.0	0.47531688513255427	0.0	0.5246831148674459	0.0	0.47531688513255427	0.47531688513255427	1.0000000000000002	1.7625	0.06313862535043409	0.0015491704056423549
6.2754707693925305	0.027499999999999997	0.060004438759154136	0.0	0.07703783504433193	0.16713030253151498	0.3646749092018617	0.0	0.4681947882666234	0.16713030253151498	0.5318052117333767	0.5318052117333767	1.0	1.7375	0.0642141732326956	0.001538012532226876
6.1331509672538544	0.0429128965502681	0.023008187877316857	0.0	0.07639871771109216	0.3015244253111985	0.16166540096013882	0.0	0.5368101737286627	0.3015244253111985	0.4631898262713373	0.4631898262713373	1.0	1.7125	0.06552126506105033	0.0015250839904841845
5.995597180749623	0.05481914613105459	0.006882308864269885	0.0	0.07585233150890514	0.39852880479861574	0.05003358351068193	0.0	0.5514376116907023	0.39852880479861574	0.4485623883092977	0.4485623883092977	1.0	1.6875	0.06665486831353852	0.0015143831958726152
5.838401353485008	0.08064476612238895	0.0012538216241660422	0.0	0.07529723951806003	0.5130210357723802	0.007976176250883723	0.0	0.4790027879767362	0.5130210357723802	0.520997212023264	0.520997212023264	1.0000000000000002	1.6625	0.06791277199110127	0.001503016435339093
5.655509248721987	0.1081381858573405	8.584316623808235e-05	0.0	0.07466807573944118	0.591267654759943	0.00046936507373739614	0.0	0.40826298016631957	0.591267654759943	0.5917370198336804	0.5917370198336804	1.0	1.6375	0.06942491503158758	0.001489996272678646
5.451586000644177	0.12996683659640956	0.0	0.0	0.07395641148140172	0.6373321228525054	0.0	0.0	0.3626678771474946	0.6373321228525054	0.6373321228525054	0.6373321228525054	1.0	1.6125	0.07121672274070924	0.0014753891760079367
5.230667148581173	0.14774013851138024	0.0	0.0	0.07317871355162366	0.6687529702953834	0.0	0.0	0.33124702970461667	0.6687529702953834	0.6687529702953834	0.6687529702953834	1.0	1.5875	0.07328131799156322	0.0014595428086886678
4.9946349659545355	0.16368663319366045	0.0	0.0	0.072345549432977	0.6934928592029533	0.0	0.0	0.30650714079704666	0.6934928592029533	0.6934928592029533	0.6934928592029533	1.0	1.5625	0.07563521552057308	0.0014426108340803347
