depth	th_Shallow	th_Mod-deep	th_Deep	th_Sediment	prop_Shallow	prop_Mod-deep	prop_Deep	prop_Sediment	acc_Shallow	acc_Mod-deep	acc_Deep	acc_Sediment	sealevel	waterflow	sedinput
29.646616404474425	0.0	0.0	0.23249053997001104	0.13339305555555553	0.0	0.0	0.6354221474074409	0.3645778525925591	0.0	0.0	0.6354221474074409	1.0	-5.0	0.0	0.002669055555555555
29.063946805671744	0.0	0.0	0.44999999999999996	0.13266959880268014	0.0	0.0	0.7723073263556206	0.22769267364437945	0.0	0.0	0.7723073263556206	1.0	-4.875	0.03962032223765203	0.0026478428584755763
28.482385181449523	0.0	0.0	0.44999999999999996	0.13156162422222342	0.0	0.0	0.7737787041946362	0.22622129580536382	0.0	0.0	0.7737787041946362	1.0	-4.625	0.039648553276865305	0.00262570184851082
27.901927841636862	0.0	0.0	0.44999999999999996	0.13045733981266106	0.0	0.0	0.7752507706168976	0.22474922938310216	0.0	0.0	0.7752507706168976	0.9999999999999998	-4.375	0.03967926207853835	0.0026036345804098075
27.322571108353188	0.0	0.0	0.44999999999999996	0.12935673328367392	0.0	0.0	0.7767235179083761	0.22327648209162387	0.0	0.0	0.7767235179083761	1.0	-4.125	0.03971265638022938	0.002581640808571165
26.74431131596731	0.0	0.0	0.44999999999999996	0.12825979238587631	0.0	0.0	0.7781969383403233	0.2218030616596766	0.0	0.0	0.7781969383403233	0.9999999999999999	-3.875	0.039748960488753836	0.002559720288211507
26.16714481105663	0.0	0.0	0.44999999999999996	0.12716650491068004	0.0	0.0	0.7796710241694296	0.22032897583057046	0.0	0.0	0.7796710241694296	1.0	-3.625	0.03978841653108282	0.0025378727753627137
25.591067952366473	0.0	0.0	0.44999999999999996	0.12607685869015808	0.0	0.0	0.7811457676379806	0.21885423236201945	0.0	0.0	0.7811457676379806	1.0	-3.375	0.03983128579405757	0.002516098026869214
25.016007944102896	0.0	0.0	0.44999999999999996	0.12506000826357613	0.0	0.0	0.7825270294117627	0.2174729705882372	0.0	0.0	0.7825270294117627	0.9999999999999999	-3.125	0.03987168924316401	0.0024971624670519464
24.441753296811285	0.0	0.0	0.44999999999999996	0.1242546472916094	0.0	0.0	0.783624481094513	0.216375518905487	0.0	0.0	0.783624481094513	1.0	-2.8335	0.03990845167867766	0.0024810853620575155
23.868299664303297	0.0	0.0	0.44999999999999996	0.12345363250799093	0.0	0.0	0.7847190679252161	0.21528093207478402	0.0	0.0	0.7847190679252161	1.0	-2.5	0.0399474942895728	0.0024650617471988845
23.29557687597691	0.0	0.0	0.44999999999999996	0.12272278832638794	0.0	0.0	0.7857204378316972	0.21427956216830277	0.0	0.0	0.7857204378316972	1.0	-2.1665	0.039981578889413665	0.0024518582221019643
22.72337356438164	0.0	0.0	0.44999999999999996	0.12220331159526754	0.0	0.0	0.7864337568152616	0.2135662431847384	0.0	0.0	0.7864337568152616	1.0	-1.7915	0.04000970176258021	0.0024414606720789076
22.15169466326027	0.0	0.0	0.44999999999999996	0.12167890112137109	0.0	0.0	0.78715516545618	0.21284483454382008	0.0	0.0	0.78715516545618	1.0	-1.375	0.040039481545400414	0.0024308978072294005
21.580615876034578	0.0	0.0	0.44999999999999996	0.12107878722569182	0.0	0.0	0.7879823416066737	0.21201765839332637	0.0	0.0	0.7879823416066737	1.0	-0.9615	0.04007614513902159	0.002418471844810322
21.01016016510301	0.0	0.0	0.44999999999999996	0.1204557109315707	0.0	0.0	0.7888430098545897	0.2111569901454103	0.0	0.0	0.7888430098545897	1.0	-0.5765	0.040114736453727866	0.0024060207121938564
20.410451612191324	0.0	0.030033012528463868	0.44999999999999996	0.11967554038321805	0.0	0.0500793466803979	0.7503644859076584	0.19955616741194362	0.0	0.0500793466803979	0.8004438325880563	0.9999999999999999	-0.1925	0.04017687761590662	0.0023871776043218555
19.841890687784463	0.0	1.0796545179110765e-07	0.44999999999999996	0.11856081644141059	0.0	1.898924937617548e-07	0.7914719086075986	0.20852790149990758	0.0	1.898924937617548e-07	0.7914720985000924	1.0	0.125	0.04025283963849434	0.002365902550177002
19.329216966587865	0.0	3.243363226672779e-11	0.39515738144303525	0.11751633972112935	0.0	6.326369175121082e-11	0.7707775239985467	0.22922247593818956	0.0	6.326369175121082e-11	0.7707775240618104	1.0	0.375	0.040332507625029344	0.0023453608763262103
18.92912353238349	0.0	3.7766334059557474e-13	0.28334740608753683	0.1167460281164619	0.0	9.439378612813128e-13	0.7082030892383923	0.29179691076066366	0.0	9.439378612813128e-13	0.7082030892393362	0.9999999999999998	0.625	0.04038765668734055	0.0023320599935526183
18.59649149731422	0.0	5.427538770655468e-14	0.2163227769835942	0.11630925808561936	0.0	1.6316945448520101e-13	0.6503365706750007	0.3496634293248362	0.0	1.6316945448520101e-13	0.6503365706751639	1.0	0.875	0.0404199023191468	0.0023245954212658755
18.303636103864857	0.0	3.325054583561738e-14	0.1767840199684066	0.11607137348092257	0.0	1.1353912743070831e-13	0.6036563571057273	0.3963436428941592	0.0	1.1353912743070831e-13	0.6036563571058409	1.0	1.125	0.040437606885169224	0.002320588839415955
18.046924787758172	0.0	5.133017341907072e-14	0.14096928547613014	0.11574203063050464	0.0	1.9995290506686708e-13	0.5491354553982537	0.45086454460154635	0.0	1.9995290506686708e-13	0.5491354553984537	1.0	1.375	0.040484508130387536	0.0023102721516291957
