30.0	3
29.8	3
29.6	3
29.4	3
29.2	3
29.0	3
28.8	3
28.6	3
28.4	3
28.2	3
28.0	3
27.8	3
27.6	3
27.4	3
27.2	3
27.0	3
26.8	3
26.6	3
26.4	3
26.2	3
26.0	3
25.8	3
25.6	3
25.4	3
25.2	3
25.0	3
24.8	3
24.6	3
24.4	3
24.2	3
24.0	3
23.8	3
23.6	3
23.4	3
23.2	3
23.0	3
22.8	3
22.6	3
22.4	3
22.2	3
22.0	3
21.8	3
21.6	3
21.4	3
21.2	3
21.0	3
20.8	3
20.6	3
20.4	3
20.2	3
20.0	3
19.8	3
19.6	3
19.4	3
19.2	3
19.0	3
18.8	3
18.6	3
18.4	3
18.2	4
18.0	4
17.8	4
17.6	4
17.4	4
17.2	4
17.0	4
16.8	2
16.6	2
16.4	2
16.2	2
16.0	2
15.8	2
15.6	2
15.4	2
15.2	2
15.0	2
14.8	2
14.6	2
14.4	2
14.2	2
14.0	2
13.8	2
13.6	2
13.4	2
13.2	2
13.0	2
12.8	2
12.6	2
12.4	2
12.2	2
12.0	2
11.8	2
11.6	2
11.4	2
11.2	2
11.0	2
10.8	2
10.6	2
10.4	2
10.2	2
10.0	2
9.8	2
9.6	2
9.4	2
9.2	2
9.0	2
8.8	2
8.6	2
8.4	2
8.2	2
8.0	2
7.8	2
7.6	2
7.4	2
7.2	2
7.0	2
6.8	2
6.6	2
6.4	2
6.2	2
6.0	4
5.8	4
5.6	1
5.4	1
5.2	1
5.0	1
4.8	1
4.6	1
4.4	1
4.2	1
4.0	1
3.8	1
3.6	1
3.4	1
3.2	1
3.0	1
2.8	1
2.6	1
2.4	1
2.2	1
2.0	1
1.8	1
1.6	1
1.4	1
1.2	1
1.0	1
0.8	1
0.6	1
0.4	1
0.2	1
0.0	1
